SPECIES,LATITUDE,LONGITUDE,longlat.uncertainty,Year,Month
Atriplex australasica,-34.85,138.49,10000,1923,4
Atriplex semibaccata,-34.883333,138.583333,10000,1918,4
Atriplex paludosa subsp. cordata,-34.85,138.48,10000,1923,4
Atriplex stipitata,-34.082057,138.234426,10000,1964,4
Atriplex stipitata,-34.0762,138.2464,10000,1964,4
Atriplex semibaccata,-34.0762,138.2464,10000,1964,4
Atriplex holocarpa,-34.0762,138.2464,10000,1964,4
Atriplex paludosa subsp. paludosa,-35.045671,138.512213,10000,1964,4
Atriplex prostrata,-35.026389,138.671389,15,2011,4
Atriplex stipitata,-34.614553,139.165257,10000,2012,4
Atriplex vesicaria,-32.238889,139.521389,15,2013,4
Atriplex eichleri,-32.131389,139.291667,15,2007,4
Atriplex eardleyae,-33.525398,136.916656,150,2008,4
Atriplex eichleri,-31.468333,139.537778,15,2010,4
Atriplex angulata,-31.889268,138.390513,10000,1966,4
Atriplex eardleyae,-31.889268,138.390513,1000,1966,4
Atriplex lindleyi,-31.883333,138.395278,1000,1966,4
Atriplex stipitata,-33.083889,140.329167,30000,1967,4
Atriplex vesicaria,-33.083889,140.329167,30000,1967,4
Atriplex vesicaria,-33.083889,140.329167,30000,1967,4
Atriplex eardleyae,-33.082592,140.330229,1000,1967,4
Atriplex angulata,-33.082592,140.330229,10000,1967,4
Atriplex vesicaria,-33.083333,140.333333,10000,1967,4
Atriplex vesicaria,-33.083889,140.329167,30000,1967,4
Atriplex holocarpa,-33.082592,140.330229,30000,1967,4
Atriplex limbata,-33.019537,140.152174,30000,1967,4
Atriplex eardleyae,-32.7,139.379444,10000,1932,4
Atriplex semibaccata,-32.983333,139.15,1000,1932,4
Atriplex eardleyae,-32.950657,138.967463,10000,1932,4
Atriplex semibaccata,-32.983333,139.15,1000,1932,4
Atriplex eardleyae,-32.800654,139.244126,10000,1932,4
Atriplex eardleyae,-32.98,139.15,10000,1932,4
Atriplex cinerea,-34.837893,138.484711,10000,1919,4
Atriplex cinerea,-35.02,138.52,10000,1961,4
Atriplex suberecta,-34.376944,140.477778,10000,1959,4
Atriplex semibaccata,-35.5,139.3,10000,1959,4
Atriplex suberecta,-34.855833,139.616111,1000,1958,4
Atriplex stipitata,-34.186111,140.168056,10000,1956,4
Atriplex suberecta,-34.17,139.961667,1000,1956,4
Atriplex lindleyi subsp. inflata,-34.165378,139.967744,10000,1956,4
Atriplex leptocarpa,-34.17,139.96,1000,1956,4
Atriplex semibaccata,-34.166667,139.966667,10000,1956,4
Atriplex suberecta,-34.456667,140.571111,10000,1956,4
Atriplex pumilio,-34.283056,140.599722,10000,1956,4
Atriplex semibaccata,-34.860556,138.604444,10000,1958,4
Atriplex suberecta,-34.983333,138.616667,10000,1969,4
Atriplex holocarpa,-29.870926,138.320773,30000,1969,4
Atriplex velutinella,-31.216667,139.85,1000,1968,4
Atriplex holocarpa,-31.15,139.77,10000,1968,4
Atriplex vesicaria,-31.144444,139.766667,1000,1968,4
Atriplex semibaccata,-34.906782,138.595266,10000,1968,4
Atriplex cinerea,-34.790948,138.528877,10000,1963,4
Atriplex cinerea,-34.790948,138.528877,10000,1963,4
Atriplex limbata,-31.516667,139.266667,1000,1968,4
Atriplex vesicaria,-33.036111,137.174722,30000,1969,4
Atriplex prostrata,-34.771667,135.775833,30000,1970,4
Atriplex acutibractea subsp. karoniensis,-33.134,135.555,10000,1969,4
Atriplex nummularia,-27.722,138.905,150,1995,4
Atriplex acutibractea subsp. karoniensis,-33.631788,136.953323,150,2010,4
Atriplex angulata,-27.304167,133.622222,15,2010,4
Atriplex vesicaria,-27.050833,133.448889,15,2010,4
Atriplex suberecta,-34.269167,140.555833,10000,1957,4
Atriplex suberecta,-34.218333,140.421389,10000,1957,4
Atriplex stipitata,-34.269167,140.555833,10000,1957,4
Atriplex stipitata,-34.273611,140.555833,10000,1957,4
Atriplex leptocarpa,-34.133149,140.752458,10000,1957,4
Atriplex suberecta,-34.773889,138.492778,15,2011,4
Atriplex spongiosa,-28.592222,138.724444,150,2011,4
Atriplex holocarpa,-28.865945,134.878016,30000,2003,4
Atriplex spongiosa,-28.886778,135.148848,10000,2003,4
Atriplex quinii,-28.865945,134.878016,10000,2003,4
Atriplex humifusa,-28.75,134.75,10000,2003,4
Atriplex humifusa,-28.75,134.75,10000,2003,4
Atriplex humifusa,-28.8,134.9,1000,2003,4
Atriplex leptocarpa,-30.165673,134.891916,30000,2003,4
Atriplex quadrivalvata var. sessilifolia,-28.865945,134.878016,10000,2003,4
Atriplex humifusa,-29.077336,134.818018,30000,2003,4
Atriplex suberecta,-35.49206,138.911659,150,2009,4
Atriplex suberecta,-34.928448,138.599156,30000,2009,4
Atriplex acutibractea subsp. acutibractea,-34.057605,139.299972,30000,1968,4
Atriplex stipitata,-34.066667,139.2175,30000,1968,4
Atriplex vesicaria,-34.0654,139.2186,30000,1968,4
Atriplex stipitata,-34.066667,139.2175,30000,1968,4
Atriplex holocarpa,-31.586759,139.464388,10000,1968,4
Atriplex holocarpa,-31.31259,139.651607,10000,1968,4
Atriplex velutinella,-31.164444,139.962222,10000,1968,4
Atriplex prostrata,-34.7,139.6,1000,1967,4
Atriplex prostrata,-34.9,139.616667,10000,1967,4
Atriplex paludosa subsp. cordata,-34.8,138.5,10000,1922,4
Atriplex nummularia,-29.594,138.065,10000,1962,4
Atriplex paludosa subsp. cordata,-34.43,138.25,10000,1967,4
Atriplex australasica,-35.7,139.3,10000,1960,4
Atriplex suberecta,-34.895278,138.628611,10000,1966,4
Atriplex cinerea,-33.899839,137.629153,1000,1967,4
Atriplex prostrata,-33.933333,137.666667,10000,1967,4
Atriplex stipitata,-33.6362,136.9305,150,2007,4
Atriplex prostrata,-35.516667,138.216667,10000,1985,4
Atriplex prostrata,-35.516667,138.216667,1000,1985,4
Atriplex prostrata,-35.616667,138.116667,10000,1985,4
Atriplex cinerea,-34.87,138.49,10000,1972,4
Atriplex acutiloba,-31.80538,138.26218,10000,1955,4
Atriplex suberecta,-34.166667,140.75,10000,1975,4
Atriplex holocarpa,-32.116667,137.15,10000,1939,4
Atriplex australasica,-35.585949,138.954715,10000,1971,4
Atriplex prostrata,-34.65,138.483333,10000,1953,4
Atriplex angulata,-32.121778,137.150805,10000,1939,4
Atriplex angulata,-30.20176,138.574384,10000,1955,4
Atriplex australasica,-35.690113,139.337768,10000,1952,4
Atriplex limbata,-30.049536,138.677716,10000,1955,4
Atriplex lindleyi subsp. lindleyi,-31.66,138.33,10000,1955,4
Atriplex lindleyi subsp. lindleyi,-34.17,140.75,10000,1975,4
Atriplex semibaccata,-35.116667,138.533333,10000,1951,4
Atriplex semibaccata,-34.35,138.916667,10000,1961,4
Atriplex leptocarpa,-32.116667,137.15,30000,1939,4
Atriplex vesicaria,-32.116667,137.15,10000,1939,4
Atriplex vesicaria,-34.1,139.433333,10000,1972,4
Atriplex vesicaria,-34.1,139.433333,10000,1972,4
Atriplex vesicaria,-30.203056,138.573333,10000,1955,4
Atriplex paludosa subsp. cordata,-35.17,137.35,10000,1978,4
Atriplex vesicaria,-31.613889,129.105556,150,1984,4
Atriplex vesicaria,-31.583333,130.383333,30000,1984,4
Atriplex vesicaria,-31.444444,130.730556,150,1984,4
Atriplex vesicaria,-31.469444,131.591667,150,1984,4
Atriplex vesicaria,-31.461111,130.280556,150,1984,4
Atriplex vesicaria,-27.55,140.883333,1000,1988,4
Atriplex angulata,-27.533333,140.866667,1000,1988,4
Atriplex lindleyi subsp. conduplicata,-27.524,140.918,1000,1988,4
Atriplex lindleyi,-27.533333,140.866667,1000,1988,4
Atriplex holocarpa,-30.466667,136.866667,1000,1989,4
Atriplex obconica,-29.583333,137.316667,1000,1989,4
Atriplex velutinella,-29.583333,137.316667,1000,1989,4
Atriplex macropterocarpa,-29.5,137.25,1000,1989,4
Atriplex velutinella,-31.333333,139.933333,10000,1990,4
Atriplex eichleri,-31.4612,139.6222,30000,1990,4
Atriplex nummularia,-30.416667,138.166667,1000,1990,4
Atriplex angulata,-30.583333,138.25,1000,1990,4
Atriplex eardleyae,-33.016667,138.833333,10000,1990,4
Atriplex eardleyae,-31.033333,139.166667,1000,1990,4
Atriplex prostrata,-35.45,138.583333,1000,1991,4
Atriplex australasica,-35.516667,138.683333,1000,1991,4
Atriplex vesicaria,-31.5,129.133333,1000,1984,4
Atriplex cinerea,-31.661111,129.083333,150,1984,4
Atriplex vesicaria,-30.833333,132.216667,1000,1984,4
Atriplex vesicaria,-31.533333,132.133333,1000,1984,4
Atriplex australasica,-35.690113,139.337768,10000,1952,4
Atriplex lindleyi subsp. conduplicata,-27.75,140.75,1000,1982,4
Atriplex holocarpa,-28,140.583333,1000,1987,4
Atriplex limbata,-29.916667,139.666667,1000,1987,4
Atriplex semibaccata,-34.380556,140.547222,150,1982,4
Atriplex leptocarpa,-34.375,140.576389,150,1982,4
Atriplex suberecta,-34.375,140.576389,1000,1982,4
Atriplex leptocarpa,-34.375,140.576389,150,1982,4
Atriplex prostrata,-34.4,140.533333,10000,1982,4
Atriplex lindleyi,-34.411111,140.513889,150,1982,4
Atriplex leptocarpa,-34.325,140.527778,150,1982,4
Atriplex lindleyi,-34.427778,140.556944,150,1982,4
Atriplex stipitata,-34.375,140.552778,150,1982,4
Atriplex semibaccata,-34.433333,140.55,1000,1982,4
Atriplex lindleyi,-34.4,140.533333,10000,1982,4
Atriplex lindleyi,-34.405556,140.533333,150,1982,4
Atriplex lindleyi,-34.380556,140.547222,1000,1982,4
Atriplex lindleyi,-34.405556,140.533333,1000,1982,4
Atriplex lindleyi,-34.433333,140.55,1000,1982,4
Atriplex semibaccata,-34.427778,140.556944,150,1982,4
Atriplex lindleyi,-34.325,140.527778,150,1982,4
Atriplex stipitata,-34.384819,140.542741,150,1982,4
Atriplex leptocarpa,-34.336111,140.525,150,1982,4
Atriplex suberecta,-34.748333,138.583611,10000,1979,4
Atriplex suberecta,-34.748333,138.583611,10000,1979,4
Atriplex paludosa subsp. cordata,-34.915402,137.517777,10000,1922,4
Atriplex spongiosa,-31.060833,139.951944,10000,1976,4
Atriplex velutinella,-31.2,139.9,1000,1976,4
Atriplex incrassata,-28.2,135.833333,30000,1977,4
Atriplex cordifolia,-31.2,139.908333,1000,1976,4
Atriplex incrassata,-28.2,135.833333,10000,1977,4
Atriplex cordifolia,-31.2,139.908333,1000,1976,4
Atriplex lindleyi subsp. conduplicata,-31.345363,140.317989,10000,1976,4
Atriplex limbata,-31.258333,140.4,1000,1976,4
Atriplex limbata,-31.450833,140.498333,1000,1976,4
Atriplex vesicaria,-28.846667,136.264722,10000,1977,4
Atriplex prostrata,-34.933333,138.6,30000,1989,4
Atriplex intermedia,-31.7,140.833333,1000,1989,4
Atriplex limbata,-31.7,140.833333,10000,1989,4
Atriplex vesicaria,-32.5,139.966667,1000,1989,4
Atriplex vesicaria,-32.571944,139.870833,30000,1989,4
Atriplex lindleyi subsp. conduplicata,-27.665349,140.834341,1000,1988,4
Atriplex lindleyi subsp. conduplicata,-27.665349,140.834341,1000,1988,4
Atriplex vesicaria,-27.541667,140.866667,1000,1988,4
Atriplex vesicaria,-29.366667,136.783333,1000,1989,4
Atriplex limbata,-30.416667,137.233333,1000,1989,4
Atriplex holocarpa,-30.716667,136.9,1000,1989,4
Atriplex velutinella,-30.416667,136.883333,10000,1989,4
Atriplex lindleyi,-30.4562,136.8841,10000,1989,4
Atriplex nummularia,-29.368056,137.798333,10000,1968,4
Atriplex nummularia,-29.368056,137.798333,10000,1968,4
Atriplex vesicaria,-35.25,139.82,10000,1950,4
Atriplex lindleyi,-31.025,137.048056,30000,1927,4
Atriplex cinerea,-34.5,137.483333,10000,1970,4
Atriplex paludosa subsp. cordata,-34.45,137.37,1000,1970,4
Atriplex suberecta,-34.456789,137.364439,10000,1970,4
Atriplex paludosa subsp. cordata,-34.500399,137.484438,30000,1970,4
Atriplex holocarpa,-29.683333,137.266667,10000,1989,4
Atriplex holocarpa,-29.683333,137.266667,10000,1989,4
Atriplex vesicaria,-30.45,136.9,1000,1989,4
Atriplex vesicaria,-30.45,136.9,1000,1989,4
Atriplex holocarpa,-30.716667,136.9,1000,1989,4
Atriplex lindleyi,-30.4562,136.8841,10000,1989,4
Atriplex prostrata,-34.336111,140.525,150,1982,4
Atriplex prostrata,-34.325,140.527778,150,1982,4
Atriplex semibaccata,-34.4,140.533333,10000,1982,4
Atriplex leptocarpa,-34.4,140.533333,10000,1982,4
Atriplex prostrata,-34.4,140.533333,10000,1982,4
Atriplex prostrata,-34.85,138.5,10000,1944,4
Atriplex semibaccata,-34.116667,136.35,10000,1968,4
Atriplex holocarpa,-31.516667,139.266667,1000,1968,4
Atriplex paludosa subsp. cordata,-32.1,133.6,10000,1983,4
Atriplex prostrata,-35.625,137.566389,150,1996,4
Atriplex vesicaria,-30.643611,134.155833,150,1994,4
Atriplex holocarpa,-29.95,133.65,10000,1994,4
Atriplex vesicaria,-29.75,134.383333,1000,1994,4
Atriplex eardleyae,-30.266667,133.733333,1000,1994,4
Atriplex holocarpa,-30.233333,133.65,1000,1994,4
Atriplex prostrata,-35.809579,136.870016,10000,1996,4
Atriplex velutinella,-27.832058,133.917738,10000,1997,4
Atriplex spongiosa,-27.6351,135.4186,30000,1997,4
Atriplex lobativalvis,-26.9,135.2,1000,1997,4
Atriplex quadrivalvata var. sessilifolia,-31.165387,136.81302,30000,1997,4
Atriplex spongiosa,-32.47,137.45,1000,1997,4
Atriplex quadrivalvata var. sessilifolia,-27.6,134,1000,1997,4
Atriplex quinii,-29.53,134.95,10000,1997,4
Atriplex spongiosa,-30.8,140.6,1000,1996,4
Atriplex lindleyi subsp. lindleyi,-30.8,140.6,1000,1996,4
Atriplex vesicaria,-30.08,138.55,1000,1996,4
Atriplex nummularia,-31.108972,140.506318,150,1996,4
Atriplex eichleri,-30.016751,139.822148,1000,1996,4
Atriplex holocarpa,-30.5,140.9,1000,1996,4
Atriplex spongiosa,-29.782021,140.834358,1000,1996,4
Atriplex limbata,-30.1,140.1,1000,1996,4
Atriplex lindleyi subsp. lindleyi,-30.1,140.1,1000,1996,4
Atriplex limbata,-29.915355,140.78436,1000,1996,4
Atriplex intermedia,-29.782021,140.834358,1000,1996,4
Atriplex velutinella,-31.027857,140.998257,1000,1996,4
Atriplex intermedia,-31.81425,140.898265,150,1996,4
Atriplex angulata,-30.93,140.75,1000,1996,4
Atriplex spongiosa,-30.93,140.75,1000,1996,4
Atriplex limbata,-31,141,1000,1996,4
Atriplex lindleyi subsp. conduplicata,-30,138.5,1000,1996,4
Atriplex limbata,-30,138.5,1000,1996,4
Atriplex turbinata,-30.43,140.95,1000,1996,4
Atriplex eardleyae,-30,138.5,1000,1996,4
Atriplex angulata,-30,138.5,1000,1996,4
Atriplex holocarpa,-30,138.5,1000,1996,4
Atriplex angulata,-32.415388,137.584415,10000,1997,4
Atriplex lindleyi subsp. lindleyi,-32.415388,137.584415,10000,1997,4
Atriplex vesicaria,-32.4,137.7,10000,1997,4
Atriplex eichleri,-31.065361,140.517707,1000,1996,4
Atriplex eichleri,-31.065361,140.517707,1000,1996,4
Atriplex limbata,-30.97,140.55,1000,1996,4
Atriplex limbata,-30.265355,140.967695,1000,1996,4
Atriplex velutinella,-30.2,141,1000,1996,4
Atriplex holocarpa,-30.214799,140.997138,150,1996,4
Atriplex intermedia,-30.5,140.9,1000,1996,4
Atriplex holocarpa,-30.1,140.7,1000,1996,4
Atriplex angulata,-30.8,140.6,1000,1996,4
Atriplex holocarpa,-30,138.5,1000,1996,4
Atriplex angulata,-30,138.5,1000,1996,4
Atriplex limbata,-30,138.5,1000,1996,4
Atriplex limbata,-30.082035,138.767715,1000,1996,4
Atriplex angulata,-30.082035,138.767715,1000,1996,4
Atriplex lindleyi subsp. lindleyi,-30.5,140.9,1000,1996,4
Atriplex velutinella,-30.5,140.9,1000,1996,4
Atriplex angulata,-30.43,140.95,1000,1996,4
Atriplex lobativalvis,-26.25,134.87,10000,1997,4
Atriplex lobativalvis,-30.4,136.4,10000,1997,4
Atriplex lindleyi subsp. conduplicata,-32.432053,137.734413,10000,1997,4
Atriplex holocarpa,-32.432053,137.734413,10000,1997,4
Atriplex velutinella,-28.5,135.4,10000,1997,4
Atriplex angulata,-31.583333,135.75,1000,1993,4
Atriplex semibaccata,-33.833333,138.066667,1000,1993,4
Atriplex acutibractea subsp. karoniensis,-32.165393,136.667754,10000,1993,4
Atriplex eardleyae,-32.75,138.016667,1000,1993,4
Atriplex prostrata,-35.75,137.563889,1000,1991,4
Atriplex leptocarpa,-34.183333,140.633333,1000,1995,4
Atriplex leptocarpa,-35.316667,139.4,1000,1995,4
Atriplex prostrata,-35.166667,138.566667,10000,1992,4
Atriplex prostrata,-35.166667,138.55,10000,1992,4
Atriplex prostrata,-35.16095,138.549436,10000,1992,4
Atriplex spongiosa,-29.5,137.25,1000,1992,4
Atriplex spongiosa,-28.75,134.75,1000,1992,4
Atriplex spongiosa,-27.833333,135.083333,1000,1992,4
Atriplex lindleyi subsp. lindleyi,-32.882045,139.067739,30000,1995,4
Atriplex velutinella,-29.933333,139.483333,10000,1994,4
Atriplex velutinella,-30.165364,139.534375,1000,1994,4
Atriplex lindleyi subsp. conduplicata,-30.182036,138.717717,10000,1994,4
Atriplex angulata,-30.183333,138.716667,10000,1994,4
Atriplex holocarpa,-30.183333,138.716667,30000,1994,4
Atriplex eichleri,-30.470367,139.357157,1000,1994,4
Atriplex obconica,-30.182036,138.717717,10000,1994,4
Atriplex nummularia,-30.183333,138.716667,10000,1994,4
Atriplex prostrata,-32.983333,138.216667,10000,1994,4
Atriplex lindleyi subsp. lindleyi,-30.181759,138.711883,30000,1994,4
Atriplex prostrata,-35.35,138.816667,1000,1991,4
Atriplex quadrivalvata var. sessilifolia,-31.615394,136.117754,30000,1993,4
Atriplex velutinella,-31.149722,139.772778,1000,1968,4
Atriplex suberecta,-34.918333,138.597222,10000,1904,4
Atriplex suberecta,-34.8,139.366667,1000,1993,4
Atriplex semibaccata,-34.8,139.366667,1000,1993,4
Atriplex prostrata,-34.5,137.483333,1000,1979,4
Atriplex australasica,-35.55,138.6,1000,1972,4
Atriplex australasica,-35.5,138.6,1000,1972,4
Atriplex holocarpa,-29.013056,138.428889,150,1997,4
Atriplex velutinella,-29.013056,138.428889,150,1997,4
Atriplex holocarpa,-29.278889,138.369444,150,1997,4
Atriplex holocarpa,-29.348889,138.317778,150,1997,4
Atriplex eardleyae,-29.278889,138.369444,150,1997,4
Atriplex nummularia,-28.989722,138.371111,150,1997,4
Atriplex lindleyi subsp. lindleyi,-29.348889,138.317778,150,1997,4
Atriplex nummularia,-29.065833,138.594444,150,1997,4
Atriplex holocarpa,-28.989722,138.371111,150,1997,4
Atriplex vesicaria,-29.013056,138.428889,150,1997,4
Atriplex limbata,-28.988056,138.3775,150,1997,4
Atriplex holocarpa,-28.991479,138.382154,150,1997,4
Atriplex cinerea,-34.5,137.483333,1000,1979,4
Atriplex vesicaria,-35.521944,138.173056,150,1997,4
Atriplex nummularia,-27.718056,138.739167,150,1997,4
Atriplex velutinella,-29.237778,138.544444,150,1997,4
Atriplex leptocarpa,-29.436667,138.246667,150,1998,4
Atriplex vesicaria,-29.237778,138.544444,150,1997,4
Atriplex velutinella,-29.361389,138.281111,150,1997,4
Atriplex holocarpa,-29.1,138.07,150,1997,4
Atriplex limbata,-28.988056,138.3775,150,1997,4
Atriplex limbata,-28.910556,138.495833,150,1997,4
Atriplex spongiosa,-29.85,135.983333,1000,1995,4
Atriplex lindleyi subsp. lindleyi,-29.95,135.883333,1000,1995,4
Atriplex holocarpa,-29.95,135.883333,1000,1995,4
Atriplex velutinella,-29.95,135.883333,1000,1995,4
Atriplex macropterocarpa,-29.85,135.983333,1000,1995,4
Atriplex holocarpa,-29.816667,136.083333,1000,1995,4
Atriplex quinii,-29.85,135.983333,1000,1995,4
Atriplex quadrivalvata var. quadrivalvata,-29.85,135.983333,1000,1995,4
Atriplex eichleri,-29.816667,136.083333,1000,1995,4
Atriplex nummularia,-27.525,138.699,150,1995,4
Atriplex nummularia subsp. nummularia,-27.543056,138.701389,150,1995,4
Atriplex cordifolia,-27.525,138.699,150,1995,4
Atriplex vesicaria,-27.730833,138.970833,150,1995,4
Atriplex velutinella,-28.124,138.655,15,1995,4
Atriplex vesicaria,-28.123333,138.709444,150,1995,4
Atriplex cordifolia,-27.722,138.905,150,1995,4
Atriplex spongiosa,-27.403333,138.700833,150,1995,4
Atriplex incrassata,-27.543056,138.701389,150,1995,4
Atriplex spongiosa,-27.525,138.699,150,1995,4
Atriplex cordifolia,-27.722,138.795,150,1995,4
Atriplex spongiosa,-27.993056,138.641111,15,1995,4
Atriplex limbata,-27.512222,138.689722,150,1995,4
Atriplex limbata,-27.722,138.905,150,1995,4
Atriplex nummularia,-27.722,138.905,150,1995,4
Atriplex nummularia subsp. nummularia,-27.722,138.795,150,1995,4
Atriplex nummularia subsp. nummularia,-27.722,138.795,150,1995,4
Atriplex vesicaria,-27.730833,138.970833,150,1995,4
Atriplex vesicaria,-27.750833,139.034444,150,1995,4
Atriplex angulata,-27.750833,139.034444,150,1995,4
Atriplex spongiosa,-27.722,139.025,150,1995,4
Atriplex lindleyi subsp. quadripartita,-27.750833,139.034444,150,1995,4
Atriplex limbata,-27.737778,138.935556,150,1995,4
Atriplex incrassata,-27.543056,138.701389,150,1995,4
Atriplex cinerea,-35.75,137.766667,1000,1986,4
Atriplex cinerea,-35.75,137.766667,1000,1986,4
Atriplex lindleyi subsp. lindleyi,-30.915375,138.334393,1000,1987,4
Atriplex leptocarpa,-28.066667,139.266667,1000,1992,4
Atriplex semibaccata,-35.266667,138.9,1000,1990,4
Atriplex paludosa subsp. paludosa,-35.5,138.8,10000,1981,4
Atriplex stipitata,-34.105382,139.439971,10000,1972,4
Atriplex suberecta,-35.883333,137.558333,1000,1995,4
Atriplex acutibractea,-34.367222,139.498056,15,1992,4
Atriplex prostrata,-34.700556,139.483889,15,1992,4
Atriplex stipitata,-34.321389,139.244722,15,1992,4
Atriplex stipitata,-34.386667,139.486389,15,1992,4
Atriplex vesicaria subsp. variabilis,-34.107778,139.207222,150,1992,4
Atriplex stipitata,-34.5053,139.4725,15,1992,4
Atriplex semibaccata,-34.700556,139.483611,15,1992,4
Atriplex semibaccata,-34.640556,139.645833,15,1992,4
